titulo,link,data,texto
Acompanhe a 9ª Reunião Ordinária Pública da Diretoria Colegiada da Anvisa,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/acompanhe-a-9a-reuniao-ordinaria-publica-da-diretoria-colegiada-da-anvisa,26/05/2026,"Nesta quarta-feira (27/5), os diretores da Agência Nacional de Vigilância Sanitária (Anvisa) se reúnem, a partir das 9h30, para a 9ª Reunião Ordinária Pública de 2026. Acompanhe a transmissão nocanal da Anvisa no YouTube. Veja apauta completada reunião. Asminutas das propostasem fase de deliberação tambémjá podem ser consultadas. 9ª Reunião Pública da Diretoria Colegiada (Dicol) de 2026 Data:27/5Horário:9h30Local: a reunião será realizada na sala de reuniões daDicol, na sede da Anvisa, em Brasília (DF) "
Anvisa aprova primeira caneta de semaglutida sintética análoga ao Ozempic para diabetes,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/anvisa-aprova-primeira-caneta-de-semaglutida-sintetica-analoga-ao-ozempic-para-diabetes,26/05/2026,"A Agência Nacional de Vigilância Sanitária (Anvisa) publicou nesta terça-feira (26/5) o registro do medicamento Ozivy. O produto é a primeira caneta de semaglutida sintética análoga ao produto biológico liberado para comercialização no Brasil. Ou seja, o novo medicamento é uma cópia em versão sintética de um medicamento originalmente biológico registrado na Anvisa. O medicamento usa o mesmo princípio ativo do Ozempic, que teve sua patente expirada em 20 de março. O pedido de registro do medicamento com semaglutida sintética chegou em 2023 e passou pelo processo técnico de comprovação de eficácia, segurança e qualidade feita por meio do registro na Anvisa. O pedido de registro foi feito pelo laboratório EMS/SA e seguiu a ordem cronológica e de prioridade para medicamentos do tipo GLP-1, popularmente conhecidos como canetas emagrecedoras. As prioridades, que incluem a semaglutida, foram definidas nos termos doEdital de Chamamento12/2025. Atualmente, outros cinco medicamentos de origem sintética e um de origem biológica da semaglutida seguem em análise na Agência, além de outros processos que estão na fila. Indicação aprovada Ozivy poderá ser usado para o tratamento deadultos com diabetes mellitus tipo 2insuficientemente controlado, como adjuvante à dieta e exercício: O produto será apresentado como solução injetável, em caneta preenchida para administração semanal. A forma de conservação do novo produto é diferente do medicamento originador (Ozempic). Ele deve ficar armazenado em geladeira (em temperaturas de 2 °C a 8 °C) antes e depois de iniciado o tratamento. A conservação do Ozempic é diferente e exige esse armazenamento refrigerado apenas antes do uso, podendo ficar até 30ºC por até seis semanas após o paciente iniciar as doses. Veja as opções de apresentações aprovadas e que poderão ser oferecidas pelo laboratório: Como todos os medicamentos do tipo GLP-1, a semaglutida sintética está sujeita à prescrição de receita médica em duas vias. Desafio técnico A avaliação dos análogos sintéticos de semaglutida é tratada como um desafio técnico para as agências reguladoras em todo o mundo. A Anvisa é uma das primeiras a registrar esse tipo de produto. Até então, os medicamentos de semaglutida registrados no Brasil eram todos biológicos, elaborados a partir de insumo farmacêutico ativo (IFA) biológico. Os medicamentos biológicos são moléculas complexas e podem ser obtidas a partir de fluidos biológicos, tecidos de origem animal ou ainda de procedimentos biotecnológicos, por meio de manipulação ou inserção de outro material genético (DNA recombinante) ou alteração dos genes. Essa categoria inclui, entre outros, vacinas, soros hiperimunes, hemoderivados, anticorpos monoclonais e análogos de GLP-1 feitos por processo biológico, como é o caso da semaglutida. Eles costumam ser aplicados por via injetável (endovenosa ou subcutânea) para garantir a integridade estrutural e funcional das substâncias. Mas também é possível o seu uso pela forma oral. Já os análogos sintéticos são feitos por síntese química, o que resulta em moléculas menores e mais estáveis que podem ser reproduzidas de forma idêntica. São comumente utilizados por diversas vias, como oral, injetável, inalatória e oftálmica. Esses produtos são considerados de alta complexidade, pois compartilham características típicas de medicamentos sintéticos (por exemplo, resíduos de solventes no processo, resíduos de catalisadores metálicos, impurezas com estrutura química semelhante) e também de biológicos, como risco de imunogenicidade, formação de agregados, entre outros. Ozivy é um medicamento genérico? É importante destacar que o Ozivy não é um medicamento genérico, já que não há genérico de produtos biológicos conforme regulação brasileira. O produto é classificado como medicamento novo, sendo um análogo sintético de produto biológico. Quando o medicamento estará disponível no mercado? Após o registro na Anvisa, o medicamento pode ser comercializado após a aprovação do preço máximo pela Câmara de Regulação do Mercado de Medicamentos (CMED). A empresa que possui o registro, porém, é que decide quando o medicamento será colocado à venda. Para que o produto esteja disponível no Sistema Único de Saúde (SUS), ele precisa ser avaliado e recomendado pela Comissão Nacional de Incorporação de Tecnologias no SUS (Conitec) e aprovado pelo Ministério da Saúde. Vale lembrar que nem todos os medicamentos registrados na Anvisa passam pela avaliação da Conitec ou são incorporados ao SUS. Leia aResolução 2.122/2026 no Diário Oficial da União (DOU)."
Webinar trará esclarecimentos sobre o  Projeto Agora tem Especialistas,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/webinar-trara-esclarecimentos-sobre-o-projeto-agora-tem-especialistas,25/05/2026,"Na próxima segunda-feira (1º/6), a Agência Nacional de Vigilância Sanitária (Anvisa) irá promover um webinar,a partir das 15h, para tratar do Projeto Agora tem Especialistas - Unidades Móveis de Atenção à Saúde Especializada. Em abril, a Anvisa publicou as Notas Técnicas(NTs)Conjuntas105/2026e106/2026, elaboradas em parceria com o Ministério da Saúde e o Conselho Nacional de Secretarias Municipais de Saúde (Conasems) que tratam das diretrizes para unidades móveis de atenção especializada no SUS. As duas complementam aNT 378/2025, que trata dos serviços móveis de saúde da mulher. Os documentos orientam a implantação e o funcionamento de Unidades Móveis de Atenção à Saúde Especializada no âmbito do Programa Agora Tem Especialistas. As notas técnicas apresentam diretrizes para a organização de uma estratégia complementar de ampliação do acesso a serviços especializados no Sistema Único de Saúde (SUS), especialmente em territórios com demanda reprimida, limitações de infraestrutura ou dificuldades de acesso. A iniciativa busca contribuir para a redução do tempo de espera por consultas, exames e procedimentos, com articulação às redes locais e garantia da continuidade do cuidado. Como participar Para participar do evento, basta clicar no link abaixo, no dia e horário agendados. Nãoé preciso fazer cadastro prévio. Dia 1º/6 às 15h –Webinar regional - Norte e Nordeste:ProjetoAgora tem Especialistas - Unidades Móveis de Atenção à Saúde Especializada O que é um webinar? Webinar é um seminário on-line, transmitido pela internet, que permite a interação entre os participantes e os apresentadores. Para saber mais, acesse a página específica dewebinaresrealizados pela Anvisa."
Comissão de Ética da Anvisa se solidariza com diretor Thiago Campos,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/comissao-de-etica-da-anvisa-se-solidariza-com-diretor-thiago-campos,25/05/2026,"A Comissão de Ética da Agência Nacional de Vigilância Sanitária (CEAnvisa) publicou nota de repúdio aos recentes ataques racistas e ofensivos ao diretor da Agência Thiago Campos. Leia a íntegra danota: A Comissão de Ética da Anvisa (CEAnvisa) manifesta seu mais veemente repúdio aos recentes ataques dirigidos ao diretor da Agência, Thiago Lopes Cardoso Campos, nas redes sociais. Conforme amplamente noticiado, a gravidade dos fatos motivou, inclusive, a atuação da Advocacia-Geral da União (AGU), que expediu notificação extrajudicial à plataforma digital responsável, requerendo a remoção dos conteúdos discriminatórios, em razão de seu caráter manifestamente racista e ofensivo. Os ataques veiculados constituem grave violação à dignidade da pessoa humana e afrontam os princípios constitucionais da igualdade e do respeito à diversidade, igualmente defendidos pelo Fórum Nacional de Gestão da Ética e da Integridade na Administração Pública, do qual a Anvisa é partícipe. Além disso, configuram condutas incompatíveis com os valores éticos que devem nortear a convivência em sociedade e o debate público. É inadmissível que agentes públicos sejam alvo de agressões discriminatórias emrazão de sua aparência, origem ou identidade racial, especialmente quando tais manifestações buscam desqualificar sua capacidade técnica e sua legitimidade para o exercício de funçõespúblicas. A Comissão de Ética da Anvisa reafirma que racismo é crime e que práticasdiscriminatórias não podem ser naturalizadas nem toleradas em qualquer ambiente, inclusive nas plataformas digitais. O respeito à diversidade, à dignidade humana e à integridade das pessoas constitui valor inegociável da Administração Pública e da sociedade democrática. Ao solidarizar-se com o diretor Thiago Campos, esta Comissão reitera seu compromisso com a promoção da ética, da equidade e do respeito, repudiando toda e qualquer forma de discriminação, preconceito e violência racial. COMISSÃO DE ÉTICA DA AGÊNCIA NACIONAL DE VIGILÂNCIA SANITÁRIA"
Boletim de maio destaca ações nacionais voltadas à segurança do paciente,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/boletim-de-maio-destaca-acoes-nacionais-voltadas-a-seguranca-do-paciente,25/05/2026,"Já estádisponível aedição 66 do Boletim SNVS, com as principais ações de vigilância sanitária realizadas neste mês demaio. O principal destaque desta edição é a celebração doAbrilLaranja, campanha voltada para o Programa Nacional de Segurança do Paciente (PNSP). Sob o tema ""Qualidade, segurança e vidas protegidas: um compromisso permanente do SUS"", a agência reforça que a redução de riscos e a prevenção de danos evitáveis no atendimento hospitalar devem se traduzir em práticas diárias e permanentes em todas as unidades de saúde,doatendimento básico aos grandes complexos hospitalares. Confira outras ações e atualizações do período. Diretrizes para unidades móveis no SUS Em uma ação conjuntaentreAnvisa,Ministério da Saúde e oConselho Nacional de Secretarias Municipais de Saúde (Conasems), foram publicadas as Notas Técnicas Conjuntas105/2026e106/2026. Os documentos regulamentam a infraestrutura e o funcionamento de Unidades Móveis de Atenção Especializada para o programa Agora Tem Especialistas, focando na redução de filas de exames e consultas e garantindo o controle de infecções nessas estruturas. Reformulação do Código Sanitário A Assessoria do SNVS (ASNVS) iniciou um levantamento nacionaljunto agestores estaduais e municipais para subsidiar a reestruturação do Código Sanitário. O projeto será dividido em eixos que organizam desde as competências administrativas até os processos de licenciamento, buscando a harmonização de conceitos legais em todo o território nacional. Alinhamento dorecall desaneantes O boletim também detalha a reunião técnica promovida para alinhar as condutas referentes à suspensão de lotes específicos de produtos da marca Ypê. A Anvisa manteve a restrição para os lotes com numeração final 1 devido a inconformidades na fabricação, exigindo que a empresa apresente planos de mitigação de riscos antes de novas liberações. Qualificação de Gestão (SGQ) eintegraçãoregional Foram reportados os resultados dos Encontros Regionais da Qualidade, ocorridos em capitais como São Paulo e Belo Horizonte, em parceria com o Hospital Alemão Oswaldo Cruz. Os encontros focaram no Programa deAutoimplementaçãodo Sistema de Gestão da Qualidade (SGQ), visando desatar nós críticos das vigilâncias locais, como o fluxo de documentos físicos e a lentidão na concessão de licenças. Engajamento ealertas emsaúde A publicação destaca ainda a participação da vigilância sanitária em debates estratégicos, como o seminário sobre intoxicações alimentares causadas pela Doença deHaff,conhecida como ""doença da urina preta"",no Nordeste, e o convite aberto à sociedade civil e agentes públicos para construir o legado regulatório da Copa do Mundo de Futebol Feminino 2027.  A íntegra da edição do Boletim do SNVS e o acesso aos formulários, links oficiais de consulta e notas técnicas completas podem ser consultados diretamente no portal da Anvisa."
Anvisa autoriza novo medicamento para enxaqueca,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/anvisa-autoriza-novo-medicamento-para-enxaqueca,25/05/2026,"A Agência Nacional de Vigilância Sanitária (Anvisa) aprovou nesta segunda-feira (25/5) o registro de um novo medicamentopara enxaqueca.Nurtec® ODT(hemissulfatoderimegepantosesqui-hidratado)é indicadoparaadultosnotratamento agudo da enxaqueca com ou semaurabem como no tratamentopreventivoda enxaqueca episódica, em pacientes adultos com pelo menos quatro crises por mês. O princípio ativo do produto é ohemisulfatoderimegepantosesqui-hidratado, que pertence a uma nova classe de medicamentos voltados ao tratamento direto da enxaqueca. O medicamento da Pfizer age no bloqueio da ação da calcitonina (CGRP),proteínaque causa a inflamação e a dor da enxaqueca. Doença crônica e incapacitante A enxaqueca é uma doença neurológica grave, crônica e incapacitante, caracterizada por ataques de dor de cabeça moderada a grave, associada a outros sintomas como náusea, vômito, fotofobia e fonofobia. Os ataques de enxaqueca geralmente duram dequatroa 72 horas se não forem tratados ou tratados sem sucesso. Pessoas com enxaqueca podem apresentar uma aura cerca de 30 minutos aumahora antes do início da dor de cabeça. Veja aResolução 2.015/2026no Diário Oficial da União (DOU).  "
Novo registro de genérico amplia acesso ao tratamento de diabetes tipo 2,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/novo-registro-de-generico-amplia-acesso-ao-tratamento-de-diabetes-tipo-2,25/05/2026,"AAgência Nacional de Vigilância Sanitária (Anvisa)concedeunesta segunda-feira (25/5)o registro do primeiro medicamento genéricoque contémdapagliflozinaecloridrato de metformina. O produtoé equivalente ao medicamento de referênciaXigduo XR,indicado parapacientesadultos com diabetes mellitus tipo2. O produto, daEurofarma,combina dois princípios ativos para otimizar o controle do açúcar no sangue.Adapagliflozinabloqueiaaproteína responsável pela reabsorção de glicose (açúcar) no rim, fazendo com que essa glicose seja eliminada na urina.Já ametformina diminui a produção de glicose no fígado, reduzsuaabsorção intestinale melhoraa sensibilidade à insulina. A chegada do genérico ao mercado é considerada um avanço importante para os pacientes, uma vez que esse tipo de medicamento tem preços mais acessíveis, mantendo os mesmos padrões de qualidade, segurança e eficácia exigidos para o produto de referência.Com isso, atendência éampliaro acesso ao tratamento, especialmente para pessoas que necessitam do uso contínuo da medicação. Como todo medicamento genérico aprovado pela Anvisa, esse novo produtopassou por avaliação técnica rigorosa, que comprova sua equivalência terapêutica em relação ao produto de referência.A Lei dos Genéricos(Lei 9.787/1999)determina que os medicamentos genéricos devem ser, no mínimo, 35% mais baratos que os medicamentos de referência. Leia aResolução 2.105/2026no Diário Oficial da União."
Evento discutirá oportunidades de colaboração internacional em regulação de medicamentos,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/evento-discutira-oportunidades-de-colaboracao-internacional-em-regulacao-de-medicamentos-1,25/05/2026,"A Agência Nacional de Vigilância Sanitária (Anvisa), em conjunto com a Associação da Indústria Farmacêutica de Pesquisa (Interfarma), o Sindicato da Indústria de Produtos Farmacêuticos (Sindusfarma) e aInternationalFederationofPharmaceuticalManufacturersandAssociations(IFPMA), realizará o evento “ICHCollaborationOpportunitiesforBrazil”, no dia 1º de junho, a partir das 17h15, no Hotel Windsor Barra, no Rio de Janeiro. O encontro acontece às margens da reunião doInternationalCouncilforHarmonisationofTechnicalRequirementsforPharmaceuticalsforHumanUse(ICH)no Brasil e reunirá representantes da Anvisa, da indústria farmacêutica e de instituições internacionais para debater oportunidades de colaboração no âmbito da harmonização regulatória de medicamentos. A iniciativa tem como objetivo promover o intercâmbio de experiências e perspectivas sobre a atuação no contexto internacional e no ICH, bem como incentivar a participação de especialistas brasileiros em iniciativas voltadas ao alinhamento de requisitos técnicos regulatórios. Confira aprogramaçãodo evento. Inscrições Os interessados em participar remotamente podem se inscrever por meio do formulário eletrônico:https://forms.cloud.microsoft/r/k6yU5z8FLV ·Evento:ICHCollaborationOpportunitiesforBrazil ·Data:1º de junho de 2026 ·Horário:a partir das 17h15 ·Inscrições:https://forms.cloud.microsoft/r/k6yU5z8FLV "
Anvisa aprova novo medicamento para doença de Parkinson,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/anvisa-aprova-novo-medicamento-para-doenca-de-parkinson,25/05/2026,"A Agência Nacional de Vigilância Sanitária (Anvisa) aprovou, nesta segunda-feira (25/5), o registro doVyalev®(foslevodopa/foscarbidopahidratada),produto indicadopara trataras flutuações motorasgraves e debilitantesem pacientes com doença de Parkinsonavançadaque não respondem aos tratamentosdisponíveis. Essas flutuações são variações na resposta ao tratamento, que alternam momentos em que a medicação funciona bem e períodos de retorno dos sintomas. O mecanismo de ação do novo medicamento, administrado por meio de solução para infusão subcutânea contínua, durante 24 horas por dia,busca justamente evitar essas oscilações. Os componentes de Vyalev® trabalham em conjunto. Enquanto afoslevodopaaumenta a quantidade de dopamina para reduzir os problemas de movimento, afoscarbidopamelhora o efeito dafoslevodopa. Dopamina Adoença de Parkinsoné uma doença degenerativa do sistema nervoso central, crônica e progressiva. Elaocorre devido à degeneração das células situadas na substância negra do cérebro, que produzem o neurotransmissordopamina. Um neurotransmissor é umasubstância química que ajuda na transmissão de mensagens entre as células nervosas. No caso do Parkinson, aredução da produção dedopaminaafetaos movimentos e provoca os sintomas da doença, que podem ser motores— entre eles, tremores de repouso e anormalidades posturais — e não motores — como alterações do olfato, depressão e prejuízos cognitivos, entre outros. Confira aResolução 2.105/2026no Diário Oficial da União."
Anvisa proíbe produtos da marca Now Foods,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/anvisa-proibe-produtos-da-marca-now-foods,25/05/2026,"A Agência Nacional de Vigilância Sanitária (Anvisa) determinou nesta segunda-feira (25/5) a apreensão de23medicamentos da marcaNowFoods. Os produtos,daUptownComércio e Serviços Ltda.(CNPJ: 44.479.024.0001-40),não podem serimportados, fabricados, distribuídos, vendidosou utilizados. Apesar de nãopossuíremregistro, notificação ou cadastro na Agência, os medicamentosvinham sendodivulgados ecomercializadospela internet. Confira a lista dos produtos daNowFoodsproibidos: Manipulados estéreis AResolução (RE) 2.110/2026, publicada no Diário Oficial da União(DOU), também determinou o recolhimento de todos os medicamentos manipulados estéreis produzidos até 19/12/2025pelaInjemedMedicamentos Especiais Ltda.(CNPJ: 23.664.355/0001-80). Inspeção realizada por técnicos dasVigilâncias Sanitárias do Estado de MinasGeraise do Município de Belo Horizonte comprovou a manipulação irregular de produto estéril,em desacordo com aResolução daDiretoria Colegiada (RDC)67/2007. Recolhimento voluntário A Anvisa suspendeu ainda a venda, a distribuição e o uso do loteP0019875 do medicamentoAldomet250mg com REV CT BL AL PLAS TRANS X30. A fabricante,Aspen Pharma Indústria Farmacêutica LTDA (CNPJ: 02.433.631/0001-20) comunicou o recolhimento voluntárioem razão da detecção de um desvio de qualidade crítico ocorrido no processo de embalagem. Segundo a empresa, blisters da apresentação de 250 mg foram inseridos por engano em cartuchos da apresentação de 500 mg. Oproduto é usado no tratamento docontrole da pressãoarterial. Leia aRE 2.110/2026no DOU. "
Anvisa e vigilâncias do DF e do Tocantins interditam produção irregular de tirzepatida,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/anvisa-e-vigilancias-do-df-e-do-tocantins-interditam-producao-irregular-de-tirzepatida,22/05/2026,"A Agência Nacional de Vigilância Sanitária (Anvisa), em ação conjunta com aVigilância Sanitária do Distrito Federal e a Vigilância Sanitária do Tocantins,inspecionouduas unidades da empresaNutromni,que atuaexclusivamentena manipulação de produtos de nutrição parenteral -administrados em forma de solução líquida diretamente na corrente sanguínea. Na unidade do Tocantins, a ação interditou aprodução de unidades detirzepatida, uma vez queempresa não tem autorização para manipular agonista do receptor de GLP-1. Durante a operação, foi confirmada, por meio de ordens de manipulação, a produção de aproximadamente 6 mil unidades de preparações comtirzepatida. Entretanto, os estoques físicos correspondentes aos produtos não foram localizados nas unidades inspecionadas. Além disso,durante a inspeção, não foi apresentada comprovação darealizaçãode todos os ensaios necessários para assegurar a qualidade das preparações manipuladas.Sem esses ensaios, não é possível, por exemplo, descartar a possibilidade de contaminaçãobiológica, ou seja, por microrganismos como bactérias e fungos, o que expõe os consumidores a reações graves. Diante dos achados da fiscalização, foi determinada a interdição da manipulação de produtos comtirzepatidapela empresa. As equipes técnicas seguem avaliando a documentação coletada e as informações obtidas durante a ação, o quepode resultarna adoção deoutras medidas sanitárias.  "
Anvisa e Unesco selecionam consultor técnico para apoiar Coordenação de Julgamento das Infrações Sanitárias,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/anvisa-e-unesco-selecionam-consultor-tecnico-para-apoiar-coordenacao-de-julgamento-das-infracoes-sanitarias,22/05/2026,"O Projeto de Cooperação Técnica Internacional entre a Anvisa e a Organização das Nações Unidas para a Educação, a Ciência e a Cultura (Unesco) seleciona 01 (um) consultor para cada Edital, por tempo limitado, para apoio técnico especializado para subsidiar a Coordenação de Atuação Administrativa e Julgamento das Infrações Sanitárias (CAJIS) no que se refere ao julgamento das infrações sanitárias em 1ª instância e em sede de juízo de retratação. Saiba mais em: Edital nº 01/2026 Edital nº 02/2026 Edital nº 03/2026 Se o seu perfil profissional se adequa ao edital, favor anexar seu currículo e as documentações comprobatórias na Plataforma Roster da Unesco – site: https://roster.brasilia.unesco.org/app/selection-process-list , conforme orientação no Edital. O período para recebimento dos currículos será de 22/5/2026 a 27/5/2026."
Anvisa divulga programação I Encontro Nacional de Cosmetovigilância para Estudantes,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/anvisa-divulga-programacao-i-encontro-nacional-de-cosmetovigilancia-para-estudantes,22/05/2026,"A Agência Nacional de Vigilância Sanitária (Anvisa) divulga a programação oficial, os links de inscrição e os de acessos virtuais do IEncontro Nacional de Cosmetovigilância para Estudantes de Ciências da Saúde e Ciências Afins (ENCOSM 2026), que será realizado nos dias 10 e 11 de junho, de forma virtual e com participação gratuita. O evento é voltado a estudantes das áreas da saúde e de outras áreas do conhecimento interessados em temas relacionados à cosmetovigilância, à investigação de eventos adversos e à regulação sanitária. O ENCOSM 2026 busca fortalecer a cultura de segurança no uso de produtos de higiene pessoal, cosméticos e perfumes, além de aproximar estudantes das atividades desenvolvidas pela vigilância sanitária brasileira. A iniciativa integra a estratégia da Anvisa de formação de novas gerações de profissionais engajados com a segurança pós-comercialização de produtos cosméticos no país. Inscrição no evento As inscrições já podem ser realizadas por meio do link:Inscrição no ENCOSM 2026 Confira a programação do evento nolink de inscrição. Kit de Primeiros Passos – Ligas Estudantis de Cosmetovigilância Durante o painel “Ligas estudantis como espaço de formação complementar”, previsto para o segundo dia do evento, será apresentado o documentoKit de Primeiros Passos – Ligas Estudantis de Cosmetovigilância,elaborado pela equipe de Cosmetovigilância da Anvisa. O material reúne orientações práticas para a criação, organização e desenvolvimento de ligas acadêmicas voltadas à cosmetovigilância, incluindo sugestões de estrutura, atividades de ensino, pesquisa e extensão e recursos técnicos. Acesse o documento Links de acesso ao evento Dia 10 de junho (8h30 – 12h):Acesso virtual – Dia 10 Dia 11 de junho (8h30 – 12h):Acesso virtual – Dia 11 Serviço Evento:I Encontro Nacional de Cosmetovigilância para Estudantes de Ciências da Saúde e Ciências Afins (ENCOSM 2026) Data:10 e 11 de junho Formato:Virtual e gratuito Realização:Anvisa Visite a página de cosmetovigilância da Anvisa"
Acompanhe o I Seminário de Medicinas Tradicionais e a Nova Agenda Estratégica Regulatória,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/acompanhe-o-i-seminario-de-medicinas-tradicionais-e-a-nova-agenda-estrategica-regulatoria,22/05/2026,"Nesta sexta-feira (22/5), a Agência Nacional de Vigilância Sanitária (Anvisa), a partir das 9h, promove o I Seminário de Medicinas Tradicionais e a Nova Agenda Estratégica Regulatória. Acompanhe nocanal da Anvisa no YouTube "
Anvisa celebra 25 anos da vigilância pós-mercado,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/anvisa-celebra-25-anos-da-vigilancia-pos-mercado,21/05/2026,"No dia 28 de maio, a Agência Nacional de Vigilância Sanitária (Anvisa) realiza uma celebração especial para comemorar a trajetória da vigilância pós-mercado no Brasil. A programação do evento “25 anos do Vigipós - Passado, presente e futuro da vigilância pós-comercialização” ocorrerá das 9h às 18h e contará com uma agenda variada, que inclui debates, palestras, homenagens além de discussões sobre perspectivas futuras. O evento, que acontecerá no Auditório da Anvisa, reunirá representantes da Anvisa, das Vigilâncias Sanitárias estaduais e municipais, da Rede Sentinela, dos setores regulados, além de parceiros institucionais como o Conselho Nacional de Secretários de Saúde (Conass) e o Conselho Nacional de Secretarias Municipais de Saúde (Conasems), parceiros do SUS e serviços de saúde. Confira a programação completa Proteção à saúde A vigilância pós-mercado é um processo sistemático e contínuo de coleta de dados de eventos adversos, queixas técnicas e outras informações sobre o comportamento dos produtos e serviços sujeitos à vigilância sanitária no mercado. O trabalho entrega aos gestores informações que podem fundamentar a adoção de medidas de prevenção e controle, a avaliação de impacto de medidas adotadas e disseminação de informações sobre riscos sanitários decorrente do uso desses produtos. Nesse cenário, é uma ação estratégica para a proteção da saúde da população brasileira. Faça sua inscriçãoaté sexta-feira (22/5)e participe dessa celebração histórica. O evento será transmitido no canal da Anvisa no YouTube: "
Dia Mundial de Proteção ao Aleitamento é marcado por ação educativa da Anvisa,https://www.gov.br/anvisa/pt-br/assuntos/noticias-anvisa/2026/dia-mundial-de-protecao-ao-aleitamento-e-marcado-por-acao-educativa-da-anvisa,21/05/2026,"A Agência Nacional de Vigilância Sanitária (Anvisa) e a Vigilância Sanitária do Distrito Federal realizaram, nesta quinta-feira (21/5), uma ação conjunta de orientação e inspeção em farmácias e supermercados,em Brasília, para verificar o cumprimento da Norma Brasileira de Comercialização de Alimentos para Lactentes e Crianças de Primeira Infância (NBCAL). A iniciativa integrou as ações do Dia Mundial de Proteção ao Aleitamento Materno e teve como foco identificar práticas irregulares de promoção comercial de produtos destinados a bebês e crianças de até três anos.As equipes percorreram estabelecimentos na chamada Rua das Farmácias, além de supermercadosna mesma região. A coordenadora de Inspeção e Fiscalização Sanitária de Alimentos da Anvisa, Renata Araujo, explicou que a ação tinhacaráter prioritariamente educativo.“É uma ação que tem um foco educativo, mas, sendo constatadas irregularidades, as empresas estão sendo intimadas a fazer as correções necessárias”, afirmou. Segundo ela, as equipes verificaram principalmente promoções irregulares de fórmulas infantis, mamadeiras, bicos e chupetas, além da ausência das frases obrigatórias sobre a importância do aleitamento materno. “Alguns produtos protegidos por essa lei não podem ter nenhum tipo de estratégia promocional que influencie negativamente o aleitamento materno”, disse. Em casos de reincidência, os estabelecimentos poderão sofrer sanções administrativas previstas na legislação sanitária do Distrito Federal, incluindo advertências e multas. Supermercados A maior parte das irregularidades encontradas nos supermercados esteve relacionada à falta de advertências obrigatórias. “No geral, as infrações identificadas foram realmente a ausência da frase de advertência para leites fluidos e leites em pó que estavam em ofertas”, explicou servidora da Gerência de Inspeção e Fiscalização Sanitária de Alimentos, Cosméticos e Saneantes (Giasc), Kelly Botelho. Proteção à saúde infantil “A intenção é levar materiais informativos e educacionais para que os estabelecimentos promovam práticas comerciais que protejam o aleitamento materno”, explicou a coordenadora substituta de Inspeção e Fiscalização Sanitária de Alimentos Liliane Alves. A NBCAL estabelece regras para comercialização, propaganda, rotulagem e promoção comercial de produtos destinados a lactentes e crianças de primeira infância. A norma brasileira é baseada em diretrizes internacionais de proteção ao aleitamento materno e está em vigor no país desde 1999, sendo posteriormente consolidada em legislação federal em 2006. Veja mais fotos da participação no Flickr da Anvisa. Use as setas à esquerda e à direita para navegar e clique na foto para a acessar em diferentes resoluções "
